0material_id,material_name,category,route,recycling_rate,energy_MJ_per_kg,carbon_kgCO2_per_kg,scrap_recovery_rate,mci,transport_km,renewable_share
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,216.23,11.0,0.75,0.11,444,0.31
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,204.4,11.37,0.71,0.02,314,0.47
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,196.44,10.45,0.71,0.09,474,0.5
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,188.18,9.99,0.74,0.02,533,0.53
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,194.78,10.79,0.71,0.07,631,0.57
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,219.99,11.55,0.77,0.1,608,0.47
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,207.7,11.82,0.78,0.04,912,0.54
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,199.45,10.4,0.78,0.08,812,0.24
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,206.67,12.2,0.73,0.02,925,0.46
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,192.95,9.85,0.7,0.04,602,0.41
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,189.53,9.59,0.7,0.04,463,0.37
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,184.8,10.15,0.7,0.03,797,0.21
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,203.7,10.88,0.77,0.03,761,0.24
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,200.39,11.77,0.7,0.07,628,0.2
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,204.27,10.83,0.78,0.1,562,0.44
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,210.0,12.24,0.78,0.08,487,0.2
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,203.19,10.58,0.71,0.05,940,0.42
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,204.03,11.37,0.71,0.07,815,0.31
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,217.55,11.61,0.73,0.09,366,0.41
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,180.83,9.68,0.71,0.06,687,0.41
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,198.97,10.13,0.73,0.05,664,0.32
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,180.78,10.26,0.7,0.1,972,0.6
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,211.41,12.48,0.73,0.07,388,0.21
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,214.74,11.99,0.77,0.03,447,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,210.98,12.07,0.75,0.05,878,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,214.06,11.55,0.72,0.09,337,0.22
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,214.94,10.84,0.78,0.04,795,0.45
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,212.46,11.22,0.79,0.07,850,0.35
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,188.49,10.28,0.79,0.06,694,0.43
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,202.86,11.54,0.72,0.1,282,0.58
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,195.82,11.27,0.77,0.03,783,0.49
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,180.04,10.24,0.8,0.1,737,0.45
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,192.64,10.47,0.77,0.04,335,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,194.05,11.46,0.77,0.06,202,0.27
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,193.34,11.49,0.75,0.1,900,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,182.29,10.22,0.73,0.06,589,0.51
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,187.73,9.5,0.79,0.04,453,0.56
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,183.54,9.4,0.72,0.08,319,0.48
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,201.93,11.28,0.73,0.1,575,0.47
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,208.93,11.49,0.78,0.05,954,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,213.16,12.08,0.78,0.11,411,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,183.31,10.28,0.73,0.05,803,0.47
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,190.52,10.12,0.74,0.02,567,0.2
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,196.86,11.74,0.75,0.08,834,0.44
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,209.32,11.43,0.75,0.07,334,0.17
al_6061_primary,Aluminium 6061,Aluminium,primary,0.15,205.3,11.7,0.8,0.12,783,0.58
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,192.91,9.98,0.72,0.08,882,0.42
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,202.55,10.57,0.73,0.04,896,0.59
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,214.64,12.23,0.8,0.09,539,0.17
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,207.68,10.71,0.76,0.04,890,0.18
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,197.35,10.06,0.78,0.06,942,0.3
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,195.59,10.98,0.72,0.09,700,0.15
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,201.02,11.99,0.76,0.04,509,0.5
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,199.43,11.73,0.77,0.03,924,0.44
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,203.4,10.78,0.76,0.09,564,0.32
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,181.61,10.05,0.74,0.04,940,0.23
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,204.87,11.31,0.71,0.08,520,0.52
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,202.45,11.63,0.71,0.05,744,0.59
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,192.73,11.15,0.73,0.07,491,0.18
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,211.87,10.84,0.73,0.08,512,0.42
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,208.38,11.54,0.74,0.1,615,0.39
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,216.56,11.83,0.72,0.08,765,0.37
al_6061_primary,Aluminium 6061,Aluminium,primary,0.15,194.12,10.91,0.79,0.12,489,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,198.08,11.12,0.76,0.08,620,0.57
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,216.35,11.8,0.73,0.07,476,0.32
al_6061_primary,Aluminium 6061,Aluminium,primary,0.02,202.33,10.74,0.77,0.02,989,0.54
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,193.45,11.04,0.74,0.11,686,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,191.12,11.0,0.74,0.02,326,0.24
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,206.89,11.48,0.7,0.07,694,0.41
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,218.43,12.79,0.7,0.03,715,0.53
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,188.52,10.45,0.75,0.06,763,0.43
al_6061_primary,Aluminium 6061,Aluminium,primary,0.15,214.59,10.9,0.71,0.11,683,0.48
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,218.67,11.83,0.76,0.09,774,0.41
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,181.75,9.72,0.73,0.08,380,0.21
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,216.26,10.83,0.73,0.07,797,0.48
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,193.25,10.98,0.79,0.06,317,0.47
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,193.67,11.35,0.75,0.08,557,0.47
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,207.72,11.72,0.74,0.06,918,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,204.58,10.71,0.72,0.1,548,0.28
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,199.92,10.96,0.75,0.09,409,0.54
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,215.85,11.95,0.73,0.02,826,0.53
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,206.8,10.5,0.75,0.03,805,0.42
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,209.0,11.16,0.75,0.08,782,0.21
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,193.64,11.47,0.79,0.02,206,0.58
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,187.65,10.91,0.72,0.07,606,0.55
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,198.26,11.86,0.71,0.06,245,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.15,181.18,9.14,0.73,0.11,823,0.21
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,203.74,10.53,0.8,0.08,651,0.44
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,205.14,10.91,0.71,0.09,600,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,186.4,10.53,0.76,0.06,677,0.22
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,190.37,10.64,0.71,0.03,726,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,196.82,10.15,0.73,0.04,856,0.18
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,213.19,10.67,0.75,0.08,572,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,202.06,11.11,0.73,0.09,681,0.51
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,206.48,12.17,0.71,0.08,635,0.33
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,212.58,11.93,0.72,0.03,438,0.56
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,211.8,10.8,0.74,0.06,536,0.33
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,197.8,11.85,0.71,0.06,806,0.32
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,193.38,11.45,0.78,0.11,720,0.47
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,198.58,10.97,0.79,0.06,228,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,197.06,10.13,0.71,0.05,468,0.34
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,213.49,12.47,0.71,0.08,766,0.51
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,191.73,11.46,0.78,0.07,727,0.18
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,197.44,10.62,0.74,0.02,311,0.18
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,197.85,11.19,0.8,0.11,272,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,180.84,9.48,0.73,0.1,573,0.21
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,215.49,11.88,0.78,0.07,380,0.46
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,209.93,10.86,0.78,0.1,1000,0.3
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,184.66,10.71,0.72,0.09,258,0.18
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,207.42,11.34,0.75,0.04,390,0.56
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,214.72,10.89,0.73,0.05,418,0.43
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,182.73,10.77,0.79,0.08,775,0.56
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,196.41,11.62,0.71,0.09,582,0.23
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,205.06,11.13,0.71,0.05,822,0.39
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,194.92,9.92,0.77,0.03,669,0.27
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,183.98,9.49,0.77,0.07,507,0.49
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,183.29,9.51,0.73,0.05,632,0.3
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,200.15,11.92,0.71,0.1,252,0.59
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,215.07,11.2,0.8,0.06,265,0.59
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,217.91,11.81,0.72,0.05,658,0.37
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,215.64,11.14,0.78,0.07,530,0.25
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,212.87,10.75,0.77,0.11,874,0.48
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,182.05,10.51,0.8,0.05,714,0.28
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,218.7,12.57,0.75,0.04,624,0.59
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,187.96,10.28,0.78,0.08,500,0.24
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,184.59,10.94,0.75,0.05,829,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,214.1,12.49,0.77,0.09,930,0.19
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,215.91,12.24,0.77,0.08,819,0.37
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,215.09,12.6,0.7,0.03,618,0.2
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,211.54,12.13,0.72,0.03,533,0.19
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,218.48,11.86,0.7,0.08,654,0.53
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,194.36,9.77,0.74,0.11,931,0.29
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,216.7,11.33,0.74,0.11,559,0.17
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,180.01,10.26,0.76,0.1,481,0.21
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,219.68,12.09,0.71,0.05,901,0.24
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,217.51,11.23,0.79,0.05,669,0.52
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,209.78,10.97,0.78,0.05,960,0.53
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,182.64,10.09,0.78,0.03,728,0.57
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,189.23,10.67,0.78,0.09,504,0.27
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,184.03,9.39,0.72,0.04,489,0.49
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,202.6,11.8,0.7,0.03,442,0.56
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,198.99,9.97,0.76,0.08,316,0.45
al_6061_primary,Aluminium 6061,Aluminium,primary,0.02,207.98,11.72,0.71,0.02,531,0.28
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,187.44,10.37,0.77,0.09,251,0.53
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,212.76,11.51,0.76,0.08,510,0.42
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,191.51,10.04,0.76,0.05,738,0.46
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,184.4,9.26,0.72,0.1,794,0.41
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,216.24,12.4,0.75,0.06,683,0.25
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,193.9,10.52,0.72,0.08,728,0.43
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,184.6,10.43,0.77,0.03,833,0.48
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,187.94,11.14,0.71,0.1,526,0.56
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,195.07,11.56,0.71,0.04,308,0.16
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,214.6,11.35,0.71,0.04,224,0.23
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,202.96,10.2,0.72,0.05,658,0.27
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,189.98,10.01,0.78,0.1,828,0.56
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,195.82,11.47,0.75,0.03,796,0.55
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,213.85,12.34,0.79,0.03,411,0.37
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,195.43,10.1,0.8,0.05,714,0.42
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,219.77,13.11,0.8,0.06,546,0.3
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,181.29,9.37,0.72,0.08,405,0.29
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,196.84,11.63,0.77,0.03,461,0.17
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,189.58,11.21,0.75,0.07,709,0.49
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,199.88,10.43,0.75,0.05,975,0.38
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,195.57,11.2,0.79,0.04,679,0.33
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,203.41,10.49,0.73,0.04,873,0.21
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,183.74,10.3,0.72,0.02,945,0.55
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,202.75,11.5,0.77,0.07,453,0.26
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,201.23,10.98,0.75,0.1,725,0.23
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,191.84,10.18,0.74,0.04,727,0.44
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,213.97,12.29,0.73,0.09,787,0.53
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,196.34,10.62,0.73,0.03,462,0.48
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,193.29,10.36,0.76,0.06,659,0.33
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,189.71,10.39,0.79,0.05,662,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,202.7,10.73,0.77,0.06,609,0.29
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,209.55,12.16,0.76,0.04,820,0.27
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,182.89,10.91,0.79,0.02,235,0.55
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,194.97,10.8,0.76,0.06,416,0.37
al_6061_primary,Aluminium 6061,Aluminium,primary,0.15,202.62,10.28,0.79,0.12,684,0.47
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,218.39,12.5,0.79,0.05,440,0.34
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,184.58,9.99,0.75,0.1,289,0.21
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,219.95,12.81,0.77,0.11,395,0.57
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,203.03,11.51,0.77,0.07,516,0.16
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,210.1,11.85,0.75,0.03,915,0.56
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,217.36,11.72,0.77,0.09,632,0.15
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,191.84,10.06,0.77,0.06,700,0.2
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,196.79,11.66,0.71,0.04,988,0.47
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,197.93,11.38,0.79,0.1,396,0.16
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,199.01,10.86,0.76,0.02,462,0.55
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,194.67,9.86,0.7,0.06,266,0.48
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,199.61,10.74,0.79,0.07,601,0.45
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,198.45,10.44,0.72,0.06,634,0.2
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,199.16,11.89,0.78,0.08,508,0.51
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,202.51,10.95,0.79,0.08,359,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,187.68,10.17,0.73,0.09,454,0.17
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,204.35,11.02,0.77,0.1,693,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,212.26,12.49,0.73,0.05,606,0.27
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,193.43,10.04,0.78,0.1,881,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,216.9,12.81,0.77,0.04,814,0.49
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,214.22,12.85,0.79,0.03,211,0.18
al_6061_primary,Aluminium 6061,Aluminium,primary,0.15,204.85,10.39,0.72,0.11,782,0.38
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,217.81,12.9,0.72,0.04,437,0.54
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,215.42,12.39,0.72,0.07,926,0.34
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,187.91,9.85,0.75,0.09,412,0.15
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,199.34,10.8,0.7,0.05,543,0.18
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,211.45,12.66,0.72,0.07,721,0.55
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,189.27,9.97,0.74,0.04,946,0.16
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,199.14,10.05,0.79,0.04,476,0.34
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,216.5,11.41,0.71,0.1,985,0.55
al_6061_primary,Aluminium 6061,Aluminium,primary,0.13,183.05,10.06,0.7,0.09,801,0.29
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,199.59,10.15,0.8,0.1,482,0.48
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,214.01,12.8,0.75,0.07,591,0.42
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,192.36,11.28,0.76,0.07,931,0.4
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,219.79,12.95,0.79,0.05,744,0.42
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,188.62,11.19,0.76,0.03,277,0.59
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,193.23,11.36,0.74,0.04,369,0.54
al_6061_primary,Aluminium 6061,Aluminium,primary,0.05,180.84,10.2,0.73,0.04,957,0.48
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,193.41,9.73,0.77,0.08,888,0.59
al_6061_primary,Aluminium 6061,Aluminium,primary,0.08,201.14,11.17,0.79,0.06,908,0.45
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,214.28,11.17,0.72,0.05,683,0.45
al_6061_primary,Aluminium 6061,Aluminium,primary,0.09,205.77,11.05,0.79,0.07,864,0.26
al_6061_primary,Aluminium 6061,Aluminium,primary,0.14,214.26,10.83,0.77,0.11,300,0.29
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,211.29,11.04,0.7,0.07,720,0.51
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,203.7,10.34,0.73,0.04,864,0.56
al_6061_primary,Aluminium 6061,Aluminium,primary,0.03,215.74,12.03,0.78,0.02,259,0.17
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,217.68,12.06,0.74,0.09,810,0.19
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,199.27,11.06,0.76,0.05,360,0.52
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,196.77,11.4,0.74,0.09,708,0.32
al_6061_primary,Aluminium 6061,Aluminium,primary,0.1,214.66,11.44,0.79,0.08,721,0.55
al_6061_primary,Aluminium 6061,Aluminium,primary,0.04,210.36,11.08,0.77,0.03,814,0.36
al_6061_primary,Aluminium 6061,Aluminium,primary,0.15,202.41,11.32,0.7,0.1,780,0.38
al_6061_primary,Aluminium 6061,Aluminium,primary,0.12,197.82,10.0,0.77,0.09,872,0.52
al_6061_primary,Aluminium 6061,Aluminium,primary,0.07,188.7,9.56,0.75,0.05,442,0.24
al_6061_primary,Aluminium 6061,Aluminium,primary,0.11,181.94,10.17,0.72,0.08,888,0.23
al_6061_primary,Aluminium 6061,Aluminium,primary,0.06,192.99,10.46,0.78,0.04,639,0.5
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.93,10.75,0.59,0.94,0.87,590,0.45
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.93,13.26,0.79,0.88,0.81,519,0.35
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.87,11.25,0.58,0.87,0.76,770,0.42
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.98,19.83,1.02,0.88,0.86,996,0.33
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.87,12.32,0.74,0.94,0.82,312,0.56
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.84,10.59,0.59,0.86,0.73,551,0.2
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.88,10.46,0.58,0.94,0.82,210,0.4
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.81,13.8,0.81,0.86,0.7,206,0.5
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.95,13.76,0.78,0.86,0.82,677,0.35
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.84,13.84,0.7,0.85,0.71,685,0.25
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.9,10.11,0.53,0.94,0.84,266,0.16
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.86,13.48,0.78,0.87,0.75,992,0.52
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.95,16.56,0.99,0.87,0.83,795,0.21
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.8,19.04,1.08,0.89,0.71,435,0.37
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.89,14.8,0.84,0.9,0.8,202,0.4
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.82,12.58,0.68,0.87,0.72,492,0.43
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.92,12.12,0.67,0.92,0.85,667,0.23
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.84,15.36,0.78,0.88,0.74,597,0.46
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.86,18.76,0.95,0.9,0.77,281,0.29
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.86,12.03,0.66,0.9,0.78,987,0.41
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.91,11.51,0.58,0.88,0.8,701,0.56
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.96,14.36,0.8,0.91,0.87,492,0.6
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.94,18.38,0.92,0.94,0.89,314,0.15
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.9,10.87,0.59,0.88,0.8,647,0.26
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.96,12.83,0.66,0.89,0.86,725,0.48
al_6061_recycled,Aluminium 6061,Aluminium,recycled,0.94,13.95,0.7,0.94,0.88,557,0.37
